,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
2559,Malaria,3,5,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0
2560,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2561,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2562,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2563,AIDS,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2565,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2566,Cervical spondylosis,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2568,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2569,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,Chicken pox,1,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
2571,Drug Reaction,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2573,Tuberculosis,3,5,4,3,4,7,4,4,5,4,6,6,5,7,5,0,0
2574,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2575,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2576,Pneumonia,3,4,4,7,4,3,5,7,5,4,0,0,0,0,0,0,0
2577,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2579,Osteoarthristis,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2580,Hypothyroidism,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
2581,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2582,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2583,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2584,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2586,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2587,Alcoholic hepatitis,5,3,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
2588,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2590,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2591,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2592,GERD,5,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2593,Paralysis (brain hemorrhage),3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2595,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2596,Hypoglycemia,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
2597,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2598,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2599,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2600,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2601,Chronic cholestasis,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
2602,Hepatitis D,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
2603,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2604,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,Hepatitis E,3,5,4,7,4,5,4,4,4,6,7,6,0,0,0,0,0
2607,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2609,Hypothyroidism,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
2610,Chicken pox,1,3,4,2,3,4,5,6,6,3,0,0,0,0,0,0,0
2611,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,Chicken pox,1,3,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
2613,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2614,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2616,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2617,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2619,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2620,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,3,0,0,0,0
2621,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,hepatitis A,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
2623,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2624,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2625,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2626,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2628,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2629,Hepatitis D,3,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
2630,Typhoid,3,5,4,7,3,5,4,6,5,4,0,0,0,0,0,0,0
2631,Drug Reaction,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,Malaria,3,5,7,3,3,5,2,0,0,0,0,0,0,0,0,0,0
2633,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2634,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2635,Alcoholic hepatitis,5,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
2636,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2638,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2639,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,Hepatitis C,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
2641,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2642,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2643,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,Gastroenteritis,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2646,Allergy,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,Hepatitis D,3,5,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0
2648,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2649,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2651,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2652,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2654,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2655,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2656,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2657,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2658,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2659,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2660,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2661,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,Cervical spondylosis,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2664,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2666,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2667,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,Drug Reaction,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2672,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2674,Osteoarthristis,3,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
2675,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2678,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2679,hepatitis A,3,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
2680,Alcoholic hepatitis,5,3,4,7,5,6,0,0,0,0,0,0,0,0,0,0,0
2681,Peptic ulcer diseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2682,Hepatitis D,3,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
2683,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2684,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2686,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2687,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2688,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2689,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2690,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2691,Hepatitis E,3,5,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
2692,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2693,Migraine,3,5,3,5,4,3,2,3,0,0,0,0,0,0,0,0,0
2694,Typhoid,3,5,4,7,3,4,4,6,5,4,0,0,0,0,0,0,0
2695,Common Cold,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
2696,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2697,Fungal infection,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2700,Hypoglycemia,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
2701,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2702,Peptic ulcer diseae,5,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
2703,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2704,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2706,Bronchial Asthma,4,4,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2707,Jaundice,1,5,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0
2708,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2709,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2710,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2711,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2712,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2713,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2714,Heart attack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2716,Pneumonia,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
2717,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2718,Jaundice,1,5,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0
2719,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2720,Diabetes,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
2721,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2722,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2723,Cervical spondylosis,3,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,Hypoglycemia,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
2725,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2726,Typhoid,3,5,4,7,3,5,4,4,6,4,0,0,0,0,0,0,0
2727,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2728,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2729,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2730,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2731,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
2732,Allergy,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2734,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2735,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2736,Dengue,3,3,3,5,7,3,5,4,4,3,6,2,3,0,0,0,0
2737,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2738,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2739,Osteoarthristis,3,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
2740,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,Typhoid,3,5,4,7,3,5,4,4,6,5,0,0,0,0,0,0,0
2742,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2743,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2744,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2745,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2746,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2747,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2748,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2749,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2750,Hepatitis E,3,5,4,7,3,4,4,4,4,6,7,6,0,0,0,0,0
2751,Hypothyroidism,4,3,5,2,4,5,6,5,5,3,2,6,0,0,0,0,0
2752,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2753,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2754,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2755,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2756,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2757,Common Cold,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
2758,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,Diabetes,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
2760,Arthritis,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2762,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2763,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2764,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2765,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2766,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2767,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2768,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2771,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2772,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2773,Tuberculosis,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
2774,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
2775,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2777,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2779,Allergy,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2782,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2783,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2784,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2785,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2786,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2787,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2789,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2790,Malaria,3,5,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0
2791,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,Chicken pox,1,3,4,2,7,3,4,5,6,3,0,0,0,0,0,0,0
2793,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,Dengue,3,3,3,5,7,3,5,4,4,3,6,2,3,0,0,0,0
2795,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2796,Malaria,3,5,7,3,3,6,2,0,0,0,0,0,0,0,0,0,0
2797,Alcoholic hepatitis,5,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
2798,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,Chronic cholestasis,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
2800,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2801,Heart attack,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2803,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
2804,Malaria,3,5,7,3,5,6,2,0,0,0,0,0,0,0,0,0,0
2805,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2806,Peptic ulcer diseae,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2807,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2808,Gastroenteritis,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2810,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2811,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2812,Drug Reaction,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2814,Hepatitis C,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
2815,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2816,Chronic cholestasis,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
2817,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2819,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2820,Peptic ulcer diseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2821,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2822,Acne,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2824,Pneumonia,3,4,4,4,3,6,5,7,5,4,0,0,0,0,0,0,0
2825,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2826,Typhoid,3,5,4,7,3,5,4,4,6,4,0,0,0,0,0,0,0
2827,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2829,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2830,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,Hyperthyroidism,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
2832,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2833,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
2834,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2835,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2836,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2837,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2839,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2840,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,Impetigo,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,Typhoid,3,5,4,7,3,5,4,4,5,4,0,0,0,0,0,0,0
2844,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2845,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2846,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2847,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2848,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2849,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2850,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2851,Drug Reaction,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2854,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
2855,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2856,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,Tuberculosis,3,5,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
2858,Arthritis,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2860,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
2861,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,Alcoholic hepatitis,5,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
2863,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2864,Gastroenteritis,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,Hepatitis B,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
2866,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2867,(vertigo) Paroymsal  Positional Vertigo,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
